id,name,introduction,code_list,url,img_url
cnn_steve-george,Steve George ,"Steve George is the Director of CNN Digital Worldwide for the Asia-Pacific region, based in Hong Kong. ","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/steve0george'}]",https://us.cnn.com/profiles/steve-george,https://cdn.cnn.com/cnnnext/dam/assets/170824160156-steve-george-cnn-international-large-169.jpg
cnn_sarita-harilela,Sarita Harilela,"Sarita Harilela is a Director of Coverage for CNN International, based at the network's Asia-Pacific headquarters in Hong Kong. ",[],https://us.cnn.com/profiles/sarita-harilela,https://cdn.cnn.com/cnnnext/dam/assets/200326190352-sarita-harilela-bio-large-169.jpg
cnn_roxanne-garcia-bell,Roxanne Garcia-Bell,Roxanne Garcia-Bell is the senior director of coverage for CNN/U.S. ,[],https://us.cnn.com/profiles/roxanne-garcia-bell,https://cdn.cnn.com/cnnnext/dam/assets/200204160350-roxanne-garcia-bell-large-169.jpg
cnn_lucy-kafanov,Lucy Kafanov,Lucy Kafanov is a CNN correspondent based in the network's Denver bureau.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/LucyKafanov'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/LucyKafanov'}]",https://us.cnn.com/profiles/lucy-kafanov,https://cdn.cnn.com/cnnnext/dam/assets/150212224154-anchor-background-large-169.jpg
cnn_whit-friese,Whit Friese,Whit Friese is the Vice President and Group Creative Director of Creative Marketing at CNN. He is responsible for creative content encompassing all network brands and shows from domestic to international across all platforms. ,[],https://us.cnn.com/profiles/whit-friese,https://cdn.cnn.com/cnnnext/dam/assets/200305172016-whit-friese-headshot-2-large-169.jpg
cnn_mary-anne-fox-profile,Mary Anne Fox,Mary Anne Fox is the Vice President of Northeast News for CNN.,[],https://us.cnn.com/profiles/mary-anne-fox-profile,https://cdn.cnn.com/cnnnext/dam/assets/170208183056-mary-anne-fox-profile-large-169.jpg
cnn_darryl-forges,Darryl Forges,"Darryl Forges is a national correspondent for CNN Newsource, CNN's network of more than 1,000 affiliates. He is based at CNN's headquarters in Atlanta, Georgia.",[],https://us.cnn.com/profiles/darryl-forges,https://cdn.cnn.com/cnnnext/dam/assets/191205160254-darryl-forbes-large-169.jpg
cnn_allison-flexner-profile,Allison Flexner,Allison Flexner is a Senior Director of Coverage based at the network's global headquarters in Atlanta.,[],https://us.cnn.com/profiles/allison-flexner-profile,https://cdn.cnn.com/cnnnext/dam/assets/200324102333-allison-flexner-headshot-large-169.jpg
cnn_mckenna-ewen,Mack Ewen,"Mack Ewen is a producer for CNN Digital in Minneapolis, MN.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/McKennaEwen'}]",https://us.cnn.com/profiles/mckenna-ewen,https://cdn.cnn.com/cnnnext/dam/assets/171101115559-mckenna-ewen-large-169.jpg
cnn_tricia-escobedo-profile,Tricia Escobedo ,"Tricia and her team plan and execute the network's digital editorial strategy for upcoming news events and business priorities. She has been a part of the network's breaking news coverage of the September 11 attacks, the Afghanistan and Iraq wars, Hurricane Katrina and the Gulf oil spill. She's also helped lead the digital execution of content around CNN Heroes, CNN Films and Original Series.","[{'code_type': 'facebook', 'code_content': 'https://facebook.com/cnn'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/triciaCNN'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/cnn'}]",https://us.cnn.com/profiles/tricia-escobedo-profile,https://cdn.cnn.com/cnnnext/dam/assets/140919131954-tricia-escobedo-profile-page-headshot-large-169.jpg
cnn_cynthia-hudson-profile,Cynthia Hudson,Cynthia Hudson is senior vice president and managing director of CNN en Español and Hispanic strategy for CNN/U.S. ,[],https://us.cnn.com/profiles/cynthia-hudson-profile,https://cdn.cnn.com/cnnnext/dam/assets/200520120038-cynthia-hudson-headshot-large-169.jpg
cnn_meara-erdozain-profile,Meara Erdozain,Meara Erdozain is Senior Vice President of Programming for CNN International. She oversees all live news programming on CNN International.,[],https://us.cnn.com/profiles/meara-erdozain-profile,https://cdn.cnn.com/cnnnext/dam/assets/210604161226-meara-erdozain-profile-photo-large-169.jpg
cnn_jeremy-dunn,Jeremy Dunn,"Jeremy Dunn serves as the Supervising Producer for CNN 10.  He is responsible for developing digital, mobile, and social content for CNN's next generation of news consumers.",[],https://us.cnn.com/profiles/jeremy-dunn,https://cdn.cnn.com/cnnnext/dam/assets/141211171800-jeremy-dunn-large-169.jpg
cnn_katie-glaeser,Katie Glaeser,"Katie Glaeser is an Editor with CNN's News and Alerting team, with an emphasis on breaking news and mobile programming.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/ktCNN'}]",https://us.cnn.com/profiles/katie-glaeser,https://cdn.cnn.com/cnnnext/dam/assets/171111210539-katie-glaeser-large-169.jpg
cnn_matt-dornic,Matt Dornic,Matt Dornic oversees strategic communications for CNN Worldwide and its growing portfolio of emerging brands including Great Big Story. He also manages CNN's business relationships with digital platform partners.,"[{'code_type': 'facebook', 'code_content': 'https://facebook.com/mattdornic'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/mdornic'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/mdornic'}]",https://us.cnn.com/profiles/matt-dornic,https://cdn.cnn.com/cnnnext/dam/assets/180607135546-matt-dornic-large-169.jpg
cnn_curt-devine,Curt Devine,"Curt Devine is a producer for CNN Investigates, based in Washington, DC.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/CurtDevine'}]",https://us.cnn.com/profiles/curt-devine,https://cdn.cnn.com/cnnnext/dam/assets/180731163001-curt-devine-profile-photo-large-169.jpg
cnn_lauren-del-valle,Lauren del Valle,Lauren del Valle is an Associate Producer in CNN's New York Bureau.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/Lauren_delvalle'}]",https://us.cnn.com/profiles/lauren-del-valle,https://cdn.cnn.com/cnnnext/dam/assets/180125152407-lauren-delvalle-profile-pic-large-169.jpg
cnn_sarah-dean-profile,Sarah Dean,"Sarah Dean is a senior news editor for CNN International, overseeing EMEA newsgathering assignments.",[],https://us.cnn.com/profiles/sarah-dean-profile,https://cdn.cnn.com/cnnnext/dam/assets/200701122605-sarah-dean-profile-photo-large-169.jpg
cnn_brian-fung,Brian Fung ,"Brian Fung is a technology reporter who covers the intersection of business and policy. A native of Washington, D.C., Brian spent almost six years at The Washington Post, where he wrote extensively about the media industry's struggle to adapt to the Internet; the battle over net neutrality; and the rise of novel innovations such as self-driving cars. ","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/b_fung'}]",https://us.cnn.com/profiles/brian-fung,https://cdn.cnn.com/cnnnext/dam/assets/200323133428-brian-fung-profile-large-169.jpg
cnn_karla-cripps,Karla Cripps,Karla Cripps is a Senior Digital Producer who oversees CNN Travel's Asia-Pacific coverage.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/karla_cripps'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/karla.cripps'}]",https://us.cnn.com/profiles/karla-cripps,https://cdn.cnn.com/cnnnext/dam/assets/141229130659-karla-cripps-profile-large-169.jpg
cnn_annie-grayer,Annie Grayer,"Annie Grayer is a reporter covering Capitol Hill. Most recently, she was a video producer and covered the 2020 presidential election, including Senator Bernie Sanders' campaign. ","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/AnnieGrayerCNN'}]",https://us.cnn.com/profiles/annie-grayer,https://cdn.cnn.com/cnnnext/dam/assets/181204102045-annie-grayer-large-169.jpg
cnn_kevin-conlon-profile,Kevin Conlon,Massachusetts native Kevin Conlon lists catching a foul ball at Fenway Park among his proudest achievements.  ,[],https://us.cnn.com/profiles/kevin-conlon-profile,https://cdn.cnn.com/cnnnext/dam/assets/150106212215-kevin-conlon-profile-large-169.jpg
cnn_kevin-flower-profile,Kevin Flower,"Kevin Flower is the Vice President  and Western Bureau Chief, based out of the network's Los Angeles bureau.",[],https://us.cnn.com/profiles/kevin-flower-profile,https://cdn.cnn.com/cnnnext/dam/assets/190719170240-kevin-flower-profile-large-169.jpg
cnn_zachary-cohen-profile,Zachary Cohen,"Zachary Cohen is a writer and reporter for CNN Politics, where he focuses on the national security beat in Washington, covering the Pentagon, US State Department, White House, intelligence community and Capitol Hill.  ","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/@ZcohenCNN'}]",https://us.cnn.com/profiles/zachary-cohen-profile,https://cdn.cnn.com/cnnnext/dam/assets/170706100527-zachary-cohen-large-169.jpg
cnn_david-gelles,David Gelles,David P. Gelles is the Executive Producer of CNN+ political and live event programming. ,[],https://us.cnn.com/profiles/david-gelles,https://cdn.cnn.com/cnnnext/dam/assets/180618144957-david-gelles-headshot-large-169.jpg
cnn_laura-coates,Laura Coates,"Laura Coates, CNN Senior Legal Analyst and SiriusXM Host, is a well-respected attorney, commentator, author, and adjunct professor at the George Washington University School of Law. Coates' depth of experience and broad expertise has earned her acclaim across all media platforms.  ","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/thelauracoates'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/thelauracoates'}]",https://us.cnn.com/profiles/laura-coates,https://cdn.cnn.com/cnnnext/dam/assets/200616110900-laura-coates-background-large-169.jpg
cnn_stephy-chung,Stephy Chung ,"Stephy Chung is the Asia Editor of CNN Style, based in Hong Kong. She drives the editorial direction of coverage in the APAC region, commissioning in-depth distinctives and managing the daily production of multimedia stories.",[],https://us.cnn.com/profiles/stephy-chung,https://cdn.cnn.com/cnnnext/dam/assets/171213123619-stephy-chung-large-169.jpg
cnn_flora-charner-profile,Flora Charner,"Flora Charner is the Weekend Director of Coverage for CNN International Newsgathering, based in Atlanta, Georgia.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/FloraCharner'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/floracharner'}]",https://us.cnn.com/profiles/flora-charner-profile,https://cdn.cnn.com/cnnnext/dam/assets/170202143741-flora-charner-profile-pic-large-169.jpg
cnn_adam-charlton-profile,Adam Charlton,Adam Charlton is the Executive Producer of CNN Newsroom with Pamela Brown based at the network's global headquarters in Atlanta.,[],https://us.cnn.com/profiles/adam-charlton-profile,https://cdn.cnn.com/cnnnext/dam/assets/200324134730-adam-charlton-headshot-large-169.jpg
cnn_david-chalian,David Chalian,David Chalian is a vice president and CNN's Political Director where he oversees political coverage across all CNN platforms.  ,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/DavidChalian'}]",https://us.cnn.com/profiles/david-chalian,https://cdn.cnn.com/cnnnext/dam/assets/150422115501-david-chalian-profile-large-169.jpg
cnn_mariano-castillo,Mariano Castillo,Mariano Castillo is an editor on The Row for CNN en Español,"[{'code_type': 'facebook', 'code_content': 'https://facebook.com/marianocastillowrites'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/marianowrites'}, {'code_type': 'www.linkedin', 'code_content': 'https://www.linkedin.com/in/marianocastillowrites'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/marianocnn'}]",https://us.cnn.com/profiles/mariano-castillo,https://cdn.cnn.com/cnnnext/dam/assets/140929104812-mariano-castillo-profile-image-large-169.jpg
cnn_terence-burlij,Terence Burlij,"Terence Burlij is CNN's Deputy Political Director based in Washington, D.C. where he helps coordinate political coverage across all CNN platforms. Burlij provides editorial guidance for the network's daily coverage in addition to writing for CNN Politics. ","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/burlij'}]",https://us.cnn.com/profiles/terence-burlij,https://cdn.cnn.com/cnnnext/dam/assets/150519161104-terence-burlij-profile-large-169.jpg
cnn_scott-bronstein,Scott Bronstein,Scott Bronstein is an Emmy award-winning senior producer and writer for CNN's investigative unit. Bronstein joined the network in October 2004. ,"[{'code_type': 'facebook', 'code_content': 'https://facebook.com/scott.bronstein1'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/scottbronstein'}]",https://us.cnn.com/profiles/scott-bronstein,https://cdn.cnn.com/cnnnext/dam/assets/170824182229-scott-bronstein-large-169.jpg
cnn_karol-brinkley-profile,Karol Brinkley,"Karol Brinkley has been with CNN since 2011, most recently as a Senior Producer with the video programming team where she produces and programs content for the CNN.com website and mobile apps.",[],https://us.cnn.com/profiles/karol-brinkley-profile,https://cdn.cnn.com/cnnnext/dam/assets/140926170059-karol-brinkley-profile-image-large-169.jpg
cnn_daniella-diaz,Daniella Diaz,"Daniella Diaz is a reporter covering Capitol Hill. She was most recently a video producer covering former Vice President Mike Pence's re-election efforts and before that, Massachusetts Sen. Elizabeth Warren's presidential campaign.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/DaniellaMicaela'}]",https://us.cnn.com/profiles/daniella-diaz,https://cdn.cnn.com/cnnnext/dam/assets/181129180441-daniella-diaz-large-169.jpg
cnn_lisa-france,Lisa Respers France,"Lisa Respers France is a senior writer for CNN's entertainment team and former host of the ""Lisa's Desk"" franchise. ","[{'code_type': 'facebook', 'code_content': 'https://facebook.com/lisarespers'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/LisaFranceCNN'}]",https://us.cnn.com/profiles/lisa-france,https://cdn.cnn.com/cnnnext/dam/assets/140929104601-lisa-france-profile-image-large-169.jpg
cnn_eric-bradner,Eric Bradner,"Eric Bradner is a national political reporter for CNN, covering the 2018 midterm elections and the 2020 Democratic presidential contest.","[{'code_type': 'facebook', 'code_content': 'https://facebook.com/EricBradnerCNN'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/ericbradner'}]",https://us.cnn.com/profiles/eric-bradner,https://cdn.cnn.com/cnnnext/dam/assets/141231144627-eric-bradner-large-169.jpg
cnn_kyle-blaine,Kyle Blaine,"Kyle Blaine is a senior campaign editor for CNN Politics. He is also the editor for CNN's KFile— the leading investigation team for the social, mobile generation.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/kyletblaine'}]",https://us.cnn.com/profiles/kyle-blaine,https://cdn.cnn.com/cnnnext/dam/assets/170126172009-kyle-blaine-large-169.jpg
cnn_marshall-cohen,Marshall Cohen,"Marshall Cohen is a CNN reporter based in Washington, ",[],https://us.cnn.com/profiles/marshall-cohen,https://cdn.cnn.com/cnnnext/dam/assets/200303132243-marshall-cohen-background-large-169.jpg
cnn_harry-enten,Harry Enten,"Harry Enten is a Senior Data Reporter and the host of CNN's ""Margins of Error"" podcast, where he specializes in data-driven journalism.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/ForecasterEnten'}]",https://us.cnn.com/profiles/harry-enten,https://cdn.cnn.com/cnnnext/dam/assets/180411145419-harry-enten-profile-large-169.jpg
cnn_nelli-black,Nelli Black,"Nelli Black is a senior producer for CNN's investigations unit, based in New York.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/nelliblk'}]",https://us.cnn.com/profiles/nelli-black,https://cdn.cnn.com/cnnnext/dam/assets/190416175818-nelli-black-profile-photo-large-169.jpg
cnn_courtney-coupe,Courtney Coupe,"Courtney Coupe is the Senior Vice President of Content Strategy and Operations for CNN+. Coupe oversees strategy, programming, and production of content on CNN+, CNN's direct-to-consumer streaming platform, in addition to running content for CNN Audio.",[],https://us.cnn.com/profiles/courtney-coupe,https://cdn.cnn.com/cnnnext/dam/assets/191018144259-courtney-coupe-large-169.jpg
cnn_kate-bennett,Kate Bennett,"Kate Bennett is a correspondent for CNN, where she covers the White House.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/KateBennett_DC'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/cnncoverline'}]",https://us.cnn.com/profiles/kate-bennett,https://cdn.cnn.com/cnnnext/dam/assets/170224160608-kate-bennett-large-169.jpg
cnn_father-edward-beck-profile,Father Edward Beck ,"Father Edward Beck is a Roman Catholic priest and member of the Passionist Community, and serves as a CNN religion commentator. ","[{'code_type': 'facebook', 'code_content': 'https://facebook.com/FatherEdwardBeck'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/FrEdwardBeck'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/fredwardbeck'}]",https://us.cnn.com/profiles/father-edward-beck-profile,https://cdn.cnn.com/cnnnext/dam/assets/151029151239-father-edward-beck-large-169.jpg
cnn_roger-clark,Roger Clark,Roger Clark is Vice President and the Hong Kong Bureau Chief for CNN International.,[],https://us.cnn.com/profiles/roger-clark,https://cdn.cnn.com/cnnnext/dam/assets/200720155756-roger-clark-2020-large-169.jpg
cnn_angela-barajas-profile,Angela Barajas ,"Angela Barajas is a bilingual Field Producer based at the network's global headquarters in Atlanta, Georgia.",[],https://us.cnn.com/profiles/angela-barajas-profile,https://cdn.cnn.com/cnnnext/dam/assets/180611155941-angela-barajas-bio-image-large-169.jpg
cnn_kaitlan-collins,Kaitlan Collins,"Kaitlan Collins is CNN's Chief White House Correspondent based in Washington, D.C.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/kaitlancollins'}]",https://us.cnn.com/profiles/kaitlan-collins,https://cdn.cnn.com/cnnnext/dam/assets/220208105002-kaitlan-collins-headshot-large-169.jpg
cnn_barbara-arvanitidis,Barbara Arvanitidis,Barbara Arvanitidis is an award-winning senior producer based in London.  ,[],https://us.cnn.com/profiles/barbara-arvanitidis,https://cdn.cnn.com/cnnnext/dam/assets/150212224154-anchor-background-large-169.jpg
cnn_laura-bernardini,Laura Bernardini,Laura Bernardini is the Vice President of News for CNN/U.S. ,[],https://us.cnn.com/profiles/laura-bernardini,https://cdn.cnn.com/cnnnext/dam/assets/200323152951-laura-bernardini-profile-large-169.jpg
cnn_tatiana-arias-profile,Tatiana Arias ,Tatiana Arias is a News Desk Researcher on the International Desk at CNN's World Headquarters in Atlanta. ,[],https://us.cnn.com/profiles/tatiana-arias-profile,https://cdn.cnn.com/cnnnext/dam/assets/210804160443-tatiana-arias-profile-photo-large-169.jpg
cnn_paul-begala,Paul Begala,"Paul Begala is a Democratic strategist who serves as a political contributor for CNN, appearing frequently on CNN's The Situation Room as well as other programs on all CNN networks.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/PaulBegala'}]",https://us.cnn.com/profiles/paul-begala,https://cdn.cnn.com/cnnnext/dam/assets/140929111321-paul-begala-profile-image-large-169.jpg
cnn_keith-allen,Keith Allen,Keith Allen is a National News Editor at CNN's world headquarters in Atlanta. ,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/CNNKeith'}]",https://us.cnn.com/profiles/keith-allen,https://cdn.cnn.com/cnnnext/dam/assets/170628025431-keith-allen-profile-large-169.jpg
cnn_john-blake,John Blake,"John Blake is a native of Baltimore, Maryland. He writes about race, religion, politics and other assorted topics. ","[{'code_type': 'facebook', 'code_content': 'https://facebook.com/blakejkb'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/JohnBlakeCNN'}]",https://us.cnn.com/profiles/john-blake,https://cdn.cnn.com/cnnnext/dam/assets/140926165128-john-blake-profile-image-large-169.jpg
cnn_joan-biskupic,Joan Biskupic,"Joan Biskupic, a full-time CNN legal analyst, has covered the Supreme Court for twenty-five years and is the author of several books on the judiciary.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/JoanBiskupic'}]",https://us.cnn.com/profiles/joan-biskupic,https://cdn.cnn.com/cnnnext/dam/assets/180604142744-joan-biskupic-large-169.jpg
cnn_hande-atay-alam-profile,Hande Atay Alam,Hande Atay Alam is a producer on CNN's International Desk in Atlanta. ,[],https://us.cnn.com/profiles/hande-atay-alam-profile,https://cdn.cnn.com/cnnnext/dam/assets/210804152708-hande-atay-alam-profile-photo-large-169.jpg
cnn_beryl-adcock,Beryl Adcock,Beryl Adcock is CNN Politics' senior PM editor.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/BerylAdcock'}]",https://us.cnn.com/profiles/beryl-adcock,https://cdn.cnn.com/cnnnext/dam/assets/180507171736-beryl-adcock-profile-large-169.jpg
cnn_sarah-aarthun,Sarah Aarthun,"Sarah Aarthun is the managing editor for CNN Digital's National News Desk, overseeing breaking news coverage of national events.","[{'code_type': 'twitter', 'code_content': 'https://twitter.com/sarahaarthun'}]",https://us.cnn.com/profiles/sarah-aarthun,https://cdn.cnn.com/cnnnext/dam/assets/140929114015-sarah-aarthun-profile-image-large-169.jpg
cnn_meredith-artley-profile,Meredith Artley,"Meredith Artley is a senior vice president and editor-in-chief of CNN Digital Worldwide, where she oversees the creation, programming and publishing of content across all CNN Digital properties including CNN.com, CNNi.com, CNN Politics and CNN Business across mobile, social, desktop and a variety of emerging platforms and products. ",[],https://us.cnn.com/profiles/meredith-artley-profile,https://cdn.cnn.com/cnnnext/dam/assets/161023120410-meredith-artley-profile-photo-large-169.jpg
cnn_mike-mccarthy-profile,Mike McCarthy,"Mike McCarthy is executive vice president and general manager of CNN International. In this role he is responsible for the global network's entire output, including schedule development, editorial production, personnel and programming at CNN's production centers in Atlanta, London, Hong Kong, New York and Abu Dhabi as well as international newsgathering. ",[],https://us.cnn.com/profiles/mike-mccarthy-profile,https://cdn.cnn.com/cnnnext/dam/assets/151203150610-mike-mccarthy-profile-picture-large-169.jpg
cnn_john-anotnio-profile,John Antonio,John Antonio is Vice President of Programming based at the network's global headquarters in Atlanta.,[],https://us.cnn.com/profiles/john-anotnio-profile,https://cdn.cnn.com/cnnnext/dam/assets/200326122537-john-antonio-headshot-large-169.jpg
cnn_chris-boyette,Chris Boyette,"Chris Boyette works in newsgathering, writes for CNN Digital and can be found both behind and in front of the camera. ","[{'code_type': 'facebook', 'code_content': 'https://facebook.com/christopher.boyette.71'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/Chris__Boyette'}, {'code_type': 'www.linkedin', 'code_content': 'https://www.linkedin.com/in/chrisboyettecnn/'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/chris__boyette'}]",https://us.cnn.com/profiles/chris-boyette,https://cdn.cnn.com/cnnnext/dam/assets/150312101933-chris-boyette-1-large-169.jpg
cnn_robin-garfield-profile,Robin Garfield,"Robin Garfield is the Executive Vice President of Research and Scheduling for CNN.  She is responsible for all consumer research and audience analytics for CNN Worldwide which includes CNN U.S., CNN Digital, HLN, as well as the domestic footprint of CNN International and CNN en Español.  ",[],https://us.cnn.com/profiles/robin-garfield-profile,https://cdn.cnn.com/cnnnext/dam/assets/170901123048-robin-garfield-large-169.jpg
cnn_amy-entelis-profile,Amy Entelis,Amy Entelis is executive vice president for talent and content development for CNN Worldwide.  She is based in New York.,[],https://us.cnn.com/profiles/amy-entelis-profile,https://cdn.cnn.com/cnnnext/dam/assets/140926153158-amy-entelis-profile-image-large-169.jpg
cnn_johnita-p-due,Johnita P. Due ,"Johnita P. Due is Senior Vice President and Chief Diversity, Equity & Inclusion Officer for WarnerMedia News and Sports.",[],https://us.cnn.com/profiles/johnita-p-due,https://cdn.cnn.com/cnnnext/dam/assets/220120155519-johnita-due-large-169.jpg
cnn_michael-bass-profile,Michael Bass,"Michael Bass is CNN's Executive Vice President of programming. In this role, he oversees all New York- and Atlanta-based live programs, including mornings, dayside, prime time, and weekends. In addition, he manages network-wide booking, sponsored content and special projects, ""CNN Heroes"" and in-house original documentaries. Bass is based in New York.",[],https://us.cnn.com/profiles/michael-bass-profile,https://cdn.cnn.com/cnnnext/dam/assets/140929105949-michael-bass-profile-image-large-169.jpg
cnn_w-kamau-bell-profile,W. Kamau Bell," is a sociopolitical comedian who is the host and executive producer of the critically-acclaimed Emmy Award-winning CNN Original Series, ","[{'code_type': 'facebook', 'code_content': 'https://facebook.com/wkamaubellofficial'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/wkamaubell'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/wkamaubell'}]",https://us.cnn.com/profiles/w-kamau-bell-profile,https://cdn.cnn.com/cnnnext/dam/assets/160504123304-w-kamau-bell-profile-large-169.jpg
cnn_nima-ahmed-profile,Nima Ahmed,Nima Ahmed is the Vice President of Programming based at the network's global headquarters in Atlanta.,[],https://us.cnn.com/profiles/nima-ahmed-profile,https://cdn.cnn.com/cnnnext/dam/assets/200326122455-nima-ahmed-headshot-large-169.jpg
cnn_jeff-zeleny-profile,Jeff Zeleny,Jeff Zeleny serves as CNN's chief national affairs correspondent. ,"[{'code_type': 'facebook', 'code_content': 'https://facebook.com/jeffzelenycnn'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/@jeffzeleny'}]",https://us.cnn.com/profiles/jeff-zeleny-profile,https://cdn.cnn.com/cnnnext/dam/assets/170405173746-jeff-zeleny-large-169.jpg
cnn_paula-j-allegretti,Paula J. Allegretti,"Paula Allegretti is Senior Vice President, CNN Network Partnerships & Sales Strategy. ",[],https://us.cnn.com/profiles/paula-j-allegretti,https://cdn.cnn.com/cnnnext/dam/assets/190829144309-paula-j-allegretti-large-169.jpg
cnn_ryan-young-profile,Ryan Young,Emmy Award winning Ryan Young a CNN National Correspondent. Young joined CNN in 2015 and is based at the network's Atlanta bureau.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/ryanyoungnews'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/tvryanyoung'}]",https://us.cnn.com/profiles/ryan-young-profile,https://cdn.cnn.com/cnnnext/dam/assets/150708140854-ryan-young-updated-headshot-large-169.jpg
cnn_ben-wedeman-profile,Ben Wedeman,Ben Wedeman is CNN's senior international correspondent based in Beirut.,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/bencnn'}]",https://us.cnn.com/profiles/ben-wedeman-profile,https://cdn.cnn.com/cnnnext/dam/assets/180620161808-ben-wedeman-profile-large-169.jpg
cnn_jon-adler,Jon Adler,"Jon Adler is Vice President of Program Development for CNN Original Series, based in New York City.",[],https://us.cnn.com/profiles/jon-adler,https://cdn.cnn.com/cnnnext/dam/assets/220317110032-jon-adler-profile-large-169.jpg
cnn_ivan-watson,Ivan Watson,Ivan Watson is an award-winning senior international correspondent for CNN based at the network's Asia-Pacific headquarters in Hong Kong. ,"[{'code_type': 'twitter', 'code_content': 'https://twitter.com/ivancnn'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/ivancnn'}]",https://us.cnn.com/profiles/ivan-watson,https://cdn.cnn.com/cnnnext/dam/assets/200831141813-ivan-watson-2020-large-169.jpg
cnn_selina-wang,Selina Wang,Selina Wang is an award-winning international correspondent for CNN based in Asia. ,"[{'code_type': 'facebook', 'code_content': 'https://facebook.com/selinawangtv'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/selinawangtv'}, {'code_type': 'www.linkedin', 'code_content': 'https://www.linkedin.com/in/selinawang8'}, {'code_type': 'www.instagram', 'code_content': 'https://www.instagram.com/selinawangtv'}]",https://us.cnn.com/profiles/selina-wang,https://cdn.cnn.com/cnnnext/dam/assets/210623140129-selina-wang-2021-large-169.jpg
cnn_amara-walker,Amara Walker,Amara Walker is an anchor and correspondent based at the network's global headquarters in Atlanta.,"[{'code_type': 'facebook', 'code_content': 'https://facebook.com/cnntoday'}, {'code_type': 'twitter', 'code_content': 'https://twitter.com/AmaraCNN'}]",https://us.cnn.com/profiles/amara-walker,https://cdn.cnn.com/cnnnext/dam/assets/220306171103-amara-walker-large-169.jpg
cnn_emily-atkinson,Emily Atkinson,Emily Atkinson is the Executive Producer of 'The Situation Room with Wolf Blitzer' which airs weekdays at 6pmET. ,[],https://us.cnn.com/profiles/emily-atkinson,https://cdn.cnn.com/cnnnext/dam/assets/220209143131-emily-atkinson-headshot-large-169.jpg
cnn_paul-vercammen,Paul Vercammen,Paul Vercammen first joined CNN in 1991 and is an on camera-reporter and producer based in the network's Los Angeles Bureau.,[],https://us.cnn.com/profiles/paul-vercammen,https://cdn.cnn.com/cnnnext/dam/assets/191018175258-paul-vercammen-large-169.jpg
